id	theta	r	color	phy	bg_color
s__Eubacterium_coprostanoligenes	1.167874125940414	340	#85D696	p__Firmicutes	#D1F0D8
s__Eubacterium_callanderi	1.1697846063068897	380	#85D696	p__Firmicutes	#D1F0D8
s__Eubacteriaceae_bacterium_CHKCI005	1.1774323510612072	500	#85D696	p__Firmicutes	#D1F0D8
s__Anaerofustis_stercorihominis	1.184965399873201	420	#85D696	p__Firmicutes	#D1F0D8
s__Monoglobus_pectinilyticus	1.188749118921635	180	#85D696	p__Firmicutes	#D1F0D8
s__Lawsonibacter_asaccharolyticus	1.1892982821944145	480	#85D696	p__Firmicutes	#D1F0D8
s__Intestinimonas_butyriciproducens	1.1893277392282033	260	#85D696	p__Firmicutes	#D1F0D8
s__Clostridiales_bacterium_CHKCI006	1.1919541075062876	360	#85D696	p__Firmicutes	#D1F0D8
s__Clostridiales_bacterium_1_7_47FAA	1.1977819079256276	320	#85D696	p__Firmicutes	#D1F0D8
s__Bacteroides_pectinophilus	1.1990853816707878	460	#85D696	p__Firmicutes	#D1F0D8
s__Mogibacterium_timidum	1.201917675469594	400	#85D696	p__Firmicutes	#D1F0D8
s__Mogibacterium_pumilum	1.2114525330848918	440	#85D696	p__Firmicutes	#D1F0D8
s__Mogibacterium_diversum	1.212251963104269	200	#85D696	p__Firmicutes	#D1F0D8
s__Eubacterium_sulci	1.2172357393437536	280	#85D696	p__Firmicutes	#D1F0D8
s__Eubacterium_saphenum	1.217452639641969	500	#85D696	p__Firmicutes	#D1F0D8
s__Eubacterium_nodatum	1.2203856987665358	220	#85D696	p__Firmicutes	#D1F0D8
s__Eubacterium_minutum	1.2225844828378107	380	#85D696	p__Firmicutes	#D1F0D8
s__Eubacterium_infirmum	1.227149459027014	340	#85D696	p__Firmicutes	#D1F0D8
s__Eubacterium_brachy	1.2311861842422784	480	#85D696	p__Firmicutes	#D1F0D8
s__Sarcina_sp_DSM_11001	1.2329286464928926	420	#85D696	p__Firmicutes	#D1F0D8
s__Lactonifactor_longoviformis	1.2340460235014041	300	#85D696	p__Firmicutes	#D1F0D8
s__Hungatella_hathewayi	1.242718612970646	460	#85D696	p__Firmicutes	#D1F0D8
s__Hungatella_effluvii	1.2439116228390978	240	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_ventriculi	1.2475575173043372	360	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_tyrobutyricum	1.2521831579270306	400	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_thermobutyricum	1.2569828613977874	440	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_SY8519	1.2574729282227306	500	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sporogenes	1.2606137609974235	320	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_MSTE9	1.266897928205729	260	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_L74	1.2730740862901424	480	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_D5	1.2753843593687315	380	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_chh4_2	1.2808918931125841	420	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_964	1.2863518442705042	460	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_678	1.2864247921136136	340	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_632	1.289456260115933	280	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_590	1.2900413377525684	160	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_58	1.2974932168034923	500	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_510	1.3008884203862934	300	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_413	1.300948856549842	180	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_411	1.3024486403844673	400	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_299	1.302513189710683	440	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_253	1.3031609271023865	360	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_242	1.3080117206359145	120	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_CAG_167	1.3081491929651936	140	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_C105KSO13	1.311446355392327	220	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sp_7_2_43FAA	1.3135936616071655	200	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_sartagoforme	1.3149619883380064	480	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_saccharobutylicum	1.3155178710724105	100	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_perfringens	1.3234456140692192	320	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_paraputrificum	1.3276874269348258	240	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_neonatale	1.3281842358996525	380	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_disporicum	1.3288551397322756	420	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_diolis	1.3299850755703626	460	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_combesii	1.3361710526660386	80	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_celatum	1.337513505384254	500	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_cadaveris	1.3444681171832549	260	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_butyricum	1.3457001252002136	340	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_botulinum	1.3480435180235784	440	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_bornimense	1.352714122841904	400	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_bolteae_CAG_59	1.3568498903858701	480	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_beijerinckii	1.358764336900436	360	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_baratii	1.361676780888112	280	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_argentinense	1.3677308172711826	300	#85D696	p__Firmicutes	#D1F0D8
s__Butyribacterium_methylotrophicum	1.3736183068702208	460	#85D696	p__Firmicutes	#D1F0D8
s__Butyricicoccus_pullicaecorum	1.3768183863519672	420	#85D696	p__Firmicutes	#D1F0D8
s__Butyricicoccus_porcorum	1.3775337939650156	500	#85D696	p__Firmicutes	#D1F0D8
s__Alkaliphilus_oremlandii	1.3809841124305733	380	#85D696	p__Firmicutes	#D1F0D8
s__Christensenella_minuta	1.3862774671410152	320	#85D696	p__Firmicutes	#D1F0D8
s__Catabacter_hongkongensis	1.3935738463364742	440	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_viridans	1.398737792433734	480	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_vestibularis	1.4025070120181182	220	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_urinalis	1.4029796052993406	400	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_uberis	1.4049754582868135	340	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_troglodytae	1.4114632310305533	240	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_thermophilus	1.4131485941780488	180	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_suis	1.4143677466984854	360	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_SK643	1.414935360110062	200	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_oral_taxon_058	1.41570504389616	160	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_oral_taxon_056	1.417251538170079	460	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_NLAE_zl_C503	1.4175540825457773	500	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_M334	1.4220383061607806	260	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_HPH0090	1.4247816329716587	420	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_HMSC071D03	1.4337839889614943	380	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_HMSC070B10	1.4338973016602912	280	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_HMSC067H01	1.4345732141560719	300	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_HMSC034E03	1.4391041746493696	440	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_F0442	1.4406256944815978	480	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sp_A12	1.449109320212811	320	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sobrinus	1.4532450877567773	400	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sinensis	1.4542697815042538	140	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_sanguinis	1.4559138950180546	60	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_salivarius_CAG_79	1.457574371126539	500	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_salivarius	1.4608847694699372	460	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_pyogenes	1.4642507913734133	340	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_pseudopneumoniae	1.469971156496535	360	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_pneumoniae	1.4727448795913503	420	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_peroris	1.4778275397488763	120	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_pasteurianus	1.4825135965294618	480	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_parauberis	1.484634502962265	440	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_parasanguinis	1.486583865492415	380	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_oralis	1.4935676686439092	220	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_mutans	1.4952390351262812	240	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_mitis	1.4975946597073007	500	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_milleri	1.4996084951383064	260	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_massiliensis	1.501415611040961	300	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_macedonicus	1.503510570214214	400	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_lutetiensis	1.5045180007697954	460	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_infantis	1.5061178224324703	280	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_infantarius	1.5119411732846069	320	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_hongkongensis	1.5162770586129586	200	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_gordonii	1.5182012680782035	100	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_gallolyticus	1.5207081262110416	420	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_equinus	1.5235261244600131	340	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_downei	1.5244014985773258	480	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_cristatus	1.5253483318062557	180	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_canis	1.5255745662945843	360	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_australis	1.5301648312751608	440	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_anginosus_group	1.5376149482880623	500	#85D696	p__Firmicutes	#D1F0D8
s__Streptococcus_agalactiae	1.539383742023336	380	#85D696	p__Firmicutes	#D1F0D8
s__Lactococcus_raffinolactis	1.541368750039752	160	#85D696	p__Firmicutes	#D1F0D8
s__Lactococcus_plantarum	1.5481512320696535	460	#85D696	p__Firmicutes	#D1F0D8
s__Lactococcus_piscium	1.5537760526716506	400	#85D696	p__Firmicutes	#D1F0D8
s__Lactococcus_petauri	1.5662894006251897	480	#85D696	p__Firmicutes	#D1F0D8
s__Lactococcus_lactis	1.5682580079258504	300	#85D696	p__Firmicutes	#D1F0D8
s__Lactococcus_garvieae	1.568671372830733	420	#85D696	p__Firmicutes	#D1F0D8
s__Lactococcus_chungangensis	1.5747730263564026	320	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_viridescens	1.5756951595880562	440	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_thailandensis	1.5771786841158322	260	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_soli	1.5776352368688245	500	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_paramesenteroides	1.5783383432046494	280	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_minor	1.5790148392220091	240	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_koreensis	1.5811779760926339	360	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_jogaejeotgali	1.5828014575466132	340	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_hellenica	1.5846283252697002	220	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_halotolerans	1.5874984649532222	80	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_confusa	1.591784463369512	460	#85D696	p__Firmicutes	#D1F0D8
s__Weissella_cibaria	1.5921836185542568	380	#85D696	p__Firmicutes	#D1F0D8
s__Oenococcus_oeni	1.600390370043314	140	#85D696	p__Firmicutes	#D1F0D8
s__Oenococcus_alcoholitolerans	1.6040415351290873	400	#85D696	p__Firmicutes	#D1F0D8
s__Leuconostoc_suionicum	1.6081773026730535	480	#85D696	p__Firmicutes	#D1F0D8
s__Leuconostoc_pseudomesenteroides	1.6105633224099571	40	#85D696	p__Firmicutes	#D1F0D8
s__Leuconostoc_mesenteroides	1.6166346194504246	420	#85D696	p__Firmicutes	#D1F0D8
s__Leuconostoc_lactis	1.6176187571158551	200	#85D696	p__Firmicutes	#D1F0D8
s__Leuconostoc_kimchii	1.6176555254495861	500	#85D696	p__Firmicutes	#D1F0D8
s__Leuconostoc_gelidum	1.621225487900952	440	#85D696	p__Firmicutes	#D1F0D8
s__Leuconostoc_garlicum	1.6351004048107396	300	#85D696	p__Firmicutes	#D1F0D8
s__Leuconostoc_citreum	1.6354176946693701	460	#85D696	p__Firmicutes	#D1F0D8
s__Leuconostoc_carnosum	1.6367813858906832	360	#85D696	p__Firmicutes	#D1F0D8
s__Sharpea_azabuensis	1.6375480694344626	180	#85D696	p__Firmicutes	#D1F0D8
s__Pediococcus_stilesii	1.6376048794281985	320	#85D696	p__Firmicutes	#D1F0D8
s__Pediococcus_sp	1.642076790633213	340	#85D696	p__Firmicutes	#D1F0D8
s__Pediococcus_pentosaceus	1.6449834950851778	380	#85D696	p__Firmicutes	#D1F0D8
s__Pediococcus_parvulus	1.647643358861838	120	#85D696	p__Firmicutes	#D1F0D8
s__Pediococcus_inopinatus	1.6500652047209174	480	#85D696	p__Firmicutes	#D1F0D8
s__Pediococcus_damnosus	1.6505588639768287	280	#85D696	p__Firmicutes	#D1F0D8
s__Pediococcus_argentinicus	1.654307017586524	400	#85D696	p__Firmicutes	#D1F0D8
s__Pediococcus_acidilactici	1.654748873093358	260	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_zymae	1.6576758140303478	500	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_xiangfangensis	1.6627906433177366	240	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_versmoldensis	1.6645978660701162	420	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_vaginalis	1.6667558162138474	440	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_vaccinostercus	1.6670324561833436	160	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_ultunensis	1.6756889818954914	220	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_tucceti	1.6790509259692283	460	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_sunkii	1.6919531067687814	480	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_senmaizukei	1.6923847956887326	360	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_senioris	1.6976961026111095	500	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_satsumensis	1.6977833716160986	380	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_sanfranciscensis	1.7004367324999945	320	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_salivarius	1.7013521237198128	340	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_sakei	1.7019428016956284	300	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_saerimneri	1.7045725000439607	400	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_ruminis	1.7122861445267428	440	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_rogosae	1.7125611126898077	420	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_rhamnosus	1.7189604556187517	200	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_reuteri	1.7208846650839966	100	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_rapi	1.7226841572690865	460	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_pontis	1.7227793847490078	280	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_plantarum	1.7323190620708837	260	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_perolens	1.7338410088166454	480	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_pentosus	1.7377163911918712	500	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_paraplantarum	1.7465109585823742	140	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_paralimentarius	1.7465664474134646	240	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_parakefiri	1.7479882054867821	360	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_paragasseri	1.7497478070626695	180	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_parafarraginis	1.7505832481470196	380	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_parabuchneri	1.7548379825013976	400	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_pantheris	1.7578164728396386	440	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_panis	1.7605243593094992	420	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_otakiensis	1.7606274568064126	340	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_oris	1.7632685855717902	320	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_nodensis	1.766317388568945	460	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_nagelii	1.7667496385212826	220	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_murinus	1.7687851985805176	300	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_mucosae	1.7757289108645091	480	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_mindensis	1.7777366797726328	500	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_melliventris	1.7926961623269353	160	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_manihotivorans	1.794999905521187	280	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_lindneri	1.803346801152534	440	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_kullabergensis	1.8033831246779404	380	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_kitasatonis	1.8035916152848315	360	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_kisonensis	1.8049797454169205	60	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_kimbladii	1.8051034649588342	400	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_kefiri	1.8084876059291906	420	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_kefiranofaciens	1.8098892510484095	260	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_kalixensis	1.8099506198688031	460	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_johnsonii	1.8174591779747997	120	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_jensenii	1.817616812912373	480	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_intestinalis	1.8177569683533945	500	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_ingluviei	1.8199027898930125	340	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_iners	1.8203021541216482	200	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_hordei	1.8261004386435862	320	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_homohiochii	1.8303422515091925	240	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_hilgardii	1.8356275954654069	300	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_helveticus	1.8388258772404058	80	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_helsingborgensis	1.8488771294654294	440	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_harbinensis	1.8535838511686613	460	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_gigeriorum	1.855368947416271	400	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_gastricus	1.8561830012088614	380	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_gasseri	1.856450852548882	420	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_gallinarum	1.8577772569341562	500	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_futsaii	1.8578102951470736	220	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_fuchuensis	1.859195025082881	360	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_frumenti	1.859504714960237	480	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_fermentum	1.8619475446908764	180	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_farraginis	1.867220426293366	280	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_farciminis	1.8791781229796125	340	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_equicursoris	1.8874594400259352	260	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_diolivorans	1.8889322917153821	320	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_dextrinicus	1.892631547121434	140	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_delbrueckii	1.8944074577783252	440	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_curvatus	1.8972170824685195	460	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_crustorum	1.8977975455149179	500	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_crispatus	1.9013926170081008	480	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_coryniformis	1.9024699923502961	300	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_coleohominis	1.9044140991685736	420	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_buchneri	1.9056344298737076	400	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_brevis	1.9089828777397821	380	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_apis	1.9141180556049204	240	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_antri	1.9147984348809304	360	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_animalis	1.9183598684705272	160	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_amylovorus	1.9216438526245447	200	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_alimentarius	1.9235680620897897	100	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_algidus	1.9378178340956795	500	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_agilis	1.9384534560662123	340	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_acidophilus	1.9394409470655452	280	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_acidipiscis	1.9399377860912206	440	#85D696	p__Firmicutes	#D1F0D8
s__Lactobacillus_acetotolerans	1.9408503137683777	460	#85D696	p__Firmicutes	#D1F0D8
s__Vagococcus_teuberi	1.9432805190559648	480	#85D696	p__Firmicutes	#D1F0D8
s__Vagococcus_martis	1.9488709517728646	220	#85D696	p__Firmicutes	#D1F0D8
s__Vagococcus_lutrae	1.9517641447871779	320	#85D696	p__Firmicutes	#D1F0D8
s__Tetragenococcus_halophilus	1.9523773457882652	420	#85D696	p__Firmicutes	#D1F0D8
s__Melissococcus_sp_OM08_11BH	1.9558999123311442	400	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_thailandicus	1.9617827542707031	380	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_sulfureus	1.965029629003461	260	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_sp_RIT_PI_f	1.9693123892351854	300	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_sp_9D6_DIV0238	1.97040184467898	360	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_sp_3H8_DIV0648	1.9741472823190833	180	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_saccharolyticus	1.9778381226764412	500	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_raffinosus	1.984483545068236	460	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_pseudoavium	1.9851684211038287	480	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_phoeniculicola	1.9854681144041164	440	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_mundtii	1.9872749970877617	120	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_malodoratus	1.9977287891528122	340	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_italicus	1.997893859700648	240	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_hirae	2.0003405924079565	420	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_gilvus	2.0061653947885807	400	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_gallinarum	2.0116614678377243	280	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_faecium	2.014582630801624	380	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_faecalis	2.014595997858974	320	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_durans	2.017858411257203	500	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_dispar	2.0229855511274413	200	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_devriesei	2.0260052544770293	360	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_columbae	2.027056323151693	480	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_cecorum	2.0281167763680945	460	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_casseliflavus	2.030998442717012	440	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_canis	2.0361547861200746	300	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_canintestini	2.038752135660494	140	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_avium	2.0399316083986556	220	#85D696	p__Firmicutes	#D1F0D8
s__Enterococcus_asini	2.042599817980987	260	#85D696	p__Firmicutes	#D1F0D8
s__Catellicoccus_marimammalium	2.0440235746141187	160	#85D696	p__Firmicutes	#D1F0D8
s__Bavariicoccus_seileri	2.048303839027648	420	#85D696	p__Firmicutes	#D1F0D8
s__Granulicatella_adiacens	2.056430877246018	400	#85D696	p__Firmicutes	#D1F0D8
s__Dolosigranulum_pigrum	2.057004122239412	340	#85D696	p__Firmicutes	#D1F0D8
s__Desemzia_incerta	2.0578786998379646	500	#85D696	p__Firmicutes	#D1F0D8
s__Carnobacterium_maltaromaticum	2.067382507332545	380	#85D696	p__Firmicutes	#D1F0D8
s__Carnobacterium_inhibens	2.0689442251995565	480	#85D696	p__Firmicutes	#D1F0D8
s__Carnobacterium_divergens	2.0717500076679527	460	#85D696	p__Firmicutes	#D1F0D8
s__Alloiococcus_otitis	2.076528771029907	440	#85D696	p__Firmicutes	#D1F0D8
s__Alkalibacterium_thalassium	2.07742785093077	320	#85D696	p__Firmicutes	#D1F0D8
